slug,matching_criteria,new_criteria
get-ready-for-2021-c66b653f8c,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""agriculture-farm"",""oil-gas-coal"",""road-passenger-freight"",""haulage-goods-across-eu-borders"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""agriculture-farm"",""oil-gas-coal"",""road-passenger-freight"",""haulage-goods-across-eu-borders"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-d8aa1225ab,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""education"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""education"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-eu"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-b153d8380c,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""personal-service"",""legal-service"",""finance"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-designs"",""ip-patents"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""personal-service"",""legal-service"",""finance"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-designs"",""ip-patents"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-3ce2bee209,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""electronic-machinery"",""consumer-goods"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""haulage-goods-across-eu-borders"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-designs"",""ip-patents"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""electronic-machinery"",""consumer-goods"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""haulage-goods-across-eu-borders"",""ip"",""ip-copyright"",""ip-trade-marks"",""ip-designs"",""ip-patents"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-eb9b88252c,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""join-family-uk-no"",""visiting-uk"",""working-eu"",""studying-eu"",""living-eu"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""join-family-uk-no"",""visiting-uk"",""working-eu"",""studying-eu"",""living-eu"",""nationality-eu""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-ddbdfdd835,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""automotive"",""oil-gas-coal"",""consumer-goods"",""chemical"",""warehouse-pipeline"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""haulage-goods-across-eu-borders"",""ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""join-family-uk-yes"",""visiting-driving"",""visiting-uk"",""visiting-eu"",""working-uk"",""working-eu"",""living-row"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""automotive"",""oil-gas-coal"",""consumer-goods"",""chemical"",""warehouse-pipeline"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""haulage-goods-across-eu-borders"",""ip"",""sell-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""join-family-uk-yes"",""visiting-driving"",""visiting-uk"",""visiting-eu"",""working-uk"",""working-eu"",""living-row"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-673ef45602,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""tourism"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-bring-pet"",""visiting-ie"",""visiting-eu"",""travel-eu-business"",""working-uk"",""working-ie"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""tourism"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-bring-pet"",""visiting-ie"",""visiting-eu"",""travel-eu-business"",""working-uk"",""working-ie"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-5a01e2be40,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""electronic-machinery"",""consumer-goods"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""haulage-goods-across-eu-borders"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""electronic-machinery"",""consumer-goods"",""import-from-eu"",""export-to-eu"",""provide-services-do-business-in-eu"",""haulage-goods-across-eu-borders"",""do-not-ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-249f2537f5,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""insurance"",""import-from-eu"",""ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""insurance"",""import-from-eu"",""ip"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-85a21a937b,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""media"",""creative"",""accommodation"",""provide-services-do-business-in-eu"",""ip"",""ip-copyright"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-bring-pet"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""legal-service"",""media"",""creative"",""accommodation"",""provide-services-do-business-in-eu"",""ip"",""ip-copyright"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-bring-pet"",""visiting-ie"",""visiting-eu"",""visiting-row"",""travel-eu-business"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-07317b112a,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""consumer-goods"",""motor-trade"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""consumer-goods"",""motor-trade"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-bb2918e6ba,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""culture"",""education"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""culture"",""education"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-72e4fffd0b,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""ip"",""ip-copyright"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""family-eu-no"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""retail-wholesale-x-food-drink-motors"",""ip"",""ip-copyright"",""do-not-sell-to-public-sector"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""family-eu-no"",""visiting-eu"",""visiting-row"",""travel-eu-business-no"",""working-uk"",""living-uk"",""nationality-row""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
get-ready-for-2021-2513d45de9,"{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""warehouse-pipeline"",""import-from-eu"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""retired"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}","{""document_type"":"""",""tags"":{""brexit_checklist_criteria"":{""any"":[""construction"",""warehouse-pipeline"",""import-from-eu"",""do-not-ip"",""sell-public-sector"",""sell-public-sector-contracts"",""do-not-eu-uk-funding"",""personal-eu-org-process"",""personal-eu-org-use"",""personal-eu-org-provide"",""do-not-employ-eu-citizens"",""owns-operates-business-organisation"",""visiting-driving"",""visiting-row"",""travel-eu-business"",""working-uk"",""retired"",""living-uk"",""nationality-uk""]}},""links"":{},""email_document_supertype"":"""",""government_document_supertype"":""""}"
